location,transit_id,school_id
1500 block ridge ave,NA,NA
1600 block creston st,NA,NA
1700 block cecil b moore ave,NA,ALLIANCE FOR PROGRESS CHARTER
1800 block w juanita st,NA,NA
1800 block n 20th st,NA,NA
1800 block e schiller st,NA,NA
1900 block w susquehanna av,NA,NA
1900 block e orleans st,NA,NA
1900 block w ruscomb st,NA,NA
2000 block plum st,NA,NA
2100 block e william st,NA,NA
200 block hall st,NA,NA
200 block rock st,NA,NA
2200 block n 8th st,NA,NA
800 block w allegheny ave,NA,NA
6200 block clearview st,NA,NA
100 block yewdall st,NA,NA
100 block n yewdall st,NA,NA
4900 block fort mifflin rd,NA,NA
5000 block market st,NA,NA
5000 block funston st,NA,NA
5100 block pennway st,NA,NA
5500 block willows av,NA,NA
5700 block chew ave,NA,NA
5900 block spring st,NA,NA
6000 block n 5th st,NA,NA
6000 block elmwood av,NA,NA
6000 block elmwood ave,NA,NA
6000 block kingsessing ave,NA,NA
600 block e courtland st,NA,NA
6400 block castor ave,NA,NA
6700 block tulip st,NA,NA
7200 block saybrook ave,NA,NA
2000 block e hart lane,NA,NA
2000 block hart lane,NA,NA
2000 block monmouth st,NA,NA
3000 block b st,NA,NA
400 block w huntingdon st,NA,NA
4600 block d street,NA,NA
4600 block d st,NA,NA
4700 block chestnut st,NA,NA
5100 block wyalusing ave,NA,NA
4900 block westminister ave,NA,NA
6100 block algon ave,NA,NA
6100 block algon st,NA,NA
3500 block stouton  st,NA,NA
500 block w duncannon,NA,"MARSHALL, THURGOOD SCHOOL"
3000 block gransback st,NA,NA
3300 block n fairhill st,NA,NA
2100 block n leithgow st,NA,"MCKINLEY, WILLIAM SCHOOL"
2100 block leithgow st,NA,"MCKINLEY, WILLIAM SCHOOL"
3700 block n germantown ave,NA,NA
500 block w sommerville st,NA,NA
3200 block lee st,NA,NA
1600 block s connestoga st,NA,NA
200 block s st bernard st,NA,BEULAH BAPTIST CHRISTIAN DAY SCHOOL
1800 block n vanpelt st,NA,NA
2200 block e monmouth st,NA,NA
2000 block champlost st,NA,NA
1800 block w juniata st,NA,NA
3500 block sansom st,NA,NA
0 block e abbottsford ave,NA,NA
6000 block hawthorne st,NA,NA
5300 block wayne ave 2nd floor front,NA,NA
1600 block arrott st,Market-Frankford Line - Arrott Transportation Center,NA
3400 block fairmont ave,NA,NA
1700 block page st,NA,NA
2100 block magee st,NA,NA
5500 block hill creek pl,NA,NA
4000 block l street,NA,"HOPKINSON, FRANCIS SCHOOL"
4700 block richmond st,NA,NA
3200 block b street,NA,JOHN B STETSON MIDDLE SCHOOL
1500 block s lindenwood ave,NA,NA
600 block cambria st,NA,NA
3600 block amber st,NA,NA
400 block w wyoming ave,NA,NA
1500 block graysferry ave,NA,NA
1600 block alcott st,NA,NA
3100 block baring st,NA,NA
2700 block n reese st,NA,NA
1300 block sansom st,NA,NA
1800 block s60th st,NA,NA
2000 block belmont mansion dr,NA,NA
1700 block n 7th st,NA,NA
18th & pike st,NA,MASTERY PREP ELEMENTARY CHARTER SCHOOL
1000 block stevens terr,NA,NA
7000 block georgian rd,NA,NA
5900 block germantown ave,NA,NA
0 block bethlehem pk,NA,NA
n 30th st  /  w susquehanna av,NA,NA
1300 block w boston st,NA,NA
castor av  & e lycoming st,NA,NA
1200 block spencer st,NA,NA
`5537 torresdale av,NA,NA
5700 block torresdale ave,NA,NA
5900 block belfield ave,NA,NA
6100 block baynton st,NA,NA
7000 block torresdale ave,NA,NA
6300 block greenway ave,NA,NA
5200 block cottage st,NA,NA
500 block w hill creek dr,NA,NA
1600 block widener place,NA,NA
1600 block widner pl,NA,NA
3400 block crowell st,NA,NA
100 block s 13th st,NA,NA
0 block w pomona st,NA,NA
6700 block sydenham st,NA,NA
1300 block s may st,NA,NA
100 block w colona st,NA,NA
1400 block lenox ave,NA,NA
500 block hill creek dr,NA,NA
2100 block marston terr,NA,NA
3000 block aramingo ave,NA,NA
1500 block e erie ave,Market-Frankford Line - Erie-Torresdale,NA
1600 block staub st,NA,NA
2nd & linton,NA,NA
500 block ashmead st,NA,NA
2100 block belmont mansion dr,NA,NA
3000 block norris st,NA,NA
7600 block castor ave,NA,NA
1900 block e hart ln,NA,NA
500 block fernon st,NA,NA
500 block washington ave,NA,NA
6600 block yocum st,NA,NA
600 block of mckean st,NA,NA
600 block e chelten ave,NA,NA
49th & ogden st,NA,NA
1300 block s 30th st,NA,NA
30th & market st,Market-Frankford Line - 30th,NA
1600 block n bouvier st,NA,"MEADE, GEN. GEORGE G. SCHOOL"
2700 block n lawrence st,NA,NA
500 block w allegheny ave,NA,NA
2900 block camac st,NA,MASTERY CHARTER @ CLYMER
900 block w godfrey ave,NA,NA
5200 block sydenham st,NA,NA
4800 block frankford ave,NA,NA
4100 block l:eidy ave,NA,NA
3300 block w girard ave,NA,NA
3100 block memphis st,NA,NA
2nd st & clarkson st,NA,NA
2200 block n lippencott st,NA,NA
2200 block w lippencott st,NA,NA
9200 block blue grass rd,NA,NA
100 block s 30th st,NA,NA
5700 block haddington ln,NA,NA
1600 block lewis st,NA,NA
5300 block hatfield st,NA,NA
5900 block sylvester st,NA,NA
n 51st st  /  reno st,NA,NA
1500 block s cleveland st,NA,NA
2500 block ridge ave apt a,NA,NA
2900 block weikel st,NA,NA
7300 block limekiln pike,NA,NA
9400 block academy rd,NA,NA
1000 block e venago st,NA,NA
3700 block mantua ave,NA,NA
3200 block n 5th st,NA,NA
1700 block n 55th st,NA,NA
6100 block carpenter st,NA,NA
3000 block w redner st,NA,NA
3700 block palisades dr,NA,NA
5500 block larchwood st,NA,NA
100 block n lindenwood st,NA,NA
5400 block angora terr,NA,NA
1000 block e mt pleasant,NA,NA
2400 block dover st,NA,NA
500 block w daimond st,NA,"MCKINLEY, WILLIAM SCHOOL"
7000 block louise rd,NA,NA
5900 block n 17th st,NA,NA
7600 block sherwood st,NA,NA
1000 block sansom st,NA,NA
2000 block w champlost ave,NA,NA
5700 block camac st,NA,NA
6400 block n beechwood st,NA,NA
15th and ontario st,NA,KENDERTON ELEMENTARY
7100 block brant pl,NA,NA
3100 block henry ave,NA,NA
2100 block w westmorland st,NA,NA
300 block earlham terr,NA,NA
3200 block n stillman st,NA,NA
1400 block w mayfield st,NA,NA
1900 block w westmorland st,NA,NA
100 block w apsley st,NA,NA
1300 block wagner st,NA,NA
1500 block w rockland st,NA,NA
6700 block n 5th st,NA,NA
6400 block n smedley st,NA,NA
6800 block verbana ave,NA,NA
1200 block w winghocking st,NA,NA
3800 block elsinore st,NA,NA
5100 block c street,NA,NA
7500 block brewster st,NA,NA
1600 block s consetoga st,NA,NA
3400 block chippendale ave,NA,NA
4700 block pashall ave,NA,NA
1800 block bbucknell st,NA,NA
100 block w venago st,NA,NA
5300 block thomas av,NA,NA
4500 block frankford av  apt 9,NA,NA
5900 block keystone st,NA,NA
4700 block hellerman st,NA,NA
4200 block markland st,NA,NA
i and luzerne st,NA,NA
500 block e clarkson ave,NA,NA
100 block     covington rd,NA,NA
6000 block callowhill st,NA,NA
2100 block e rush st,NA,NA
1800 block w dallas st,NA,NA
2100 block cemetery ave,NA,NA
5700 block vine st,NA,NA
1700 block w ruscomb st,NA,NA
1500 block jfk blvd,NA,NA
1900 block e cambria st,NA,NA
5800 block spruce st,NA,NA
2800 block n water st,NA,NA
5500 block n broad st,NA,NA
1900 block renovo st,NA,NA
800 block e cornwall st,NA,NA
7100 block walker st,NA,NA
2500 block n warnock st,NA,NA
6200 block mershon st,NA,NA
3000 block agate st,NA,NA
jackson & disston,NA,NA
3500 block almond st,NA,NA
6400 block glemore st,NA,NA
5300 block knox st,NA,NA
3800 block germantwon ave,NA,NA
4600 block kinsessing ave,NA,NA
8300 block gilbert st,NA,NA
1500 block n orkney st,NA,NA
500 block w nedro ave,NA,SOPHIA ACADEMY
2000 block letterly st,NA,KENSINGTON HEALTH SCIENCES
2700 block n american st,NA,NA
400 block rising sun ave,NA,NA
3200 block n lee st,NA,NA
600 block w courtland st,NA,NA
1200 block silver st,NA,NA
1200 block w erie ave,NA,NA
400 block w allegheny ave,NA,NA
2300 block ann st,NA,NA
1900 block  e wishart st,NA,NA
2000 block e willard st,NA,NA
1800 block e buckius st,NA,NA
4700 block magee ave,NA,NA
3400 block palethorp st,NA,NA
400 block w abbotsford ave,NA,NA
2400 block welsh rd,NA,NA
5400 block harley terrace,NA,NA
6800 block charles st,NA,NA
24th / huntingdon st,NA,NA
2000 block w hagert st,NA,NA
clarissa / dennie st,NA,NA
7400 block limeklin pk apt a12,NA,NA
4000 block passmore st,NA,NA
4500 block frankford ave,NA,NA
ridge and susquehanna ave,NA,STRAWBERRY MANSION HIGH SCHOOL
2200 block w harold st,NA,NA
1800 block e hunting park ave,NA,NA
200 block rosemar st,NA,NA
65th & cobbs creek pkwy,NA,NA
300 block e allegheny ave,NA,NA
100 block e lehigh ave,NA,NA
3400 block n 11th st,NA,NA
2500 block cecil b moore ave,NA,NA
2100 block medary ave,NA,NA
300 block e tioga st,NA,NA
3000 block carlisle st,NA,NA
200 block bringhurst st,NA,NA
2100 block pemberton st,NA,NA
5800 block rodman ave,NA,NA
4200 block mcalester st,NA,NA
4200 block n macalster st,NA,NA
4400 block n 7th st,NA,HUNTING PARK CHRISTIAN ACADEMY
2500 block dickenson st,NA,NA
0 block w penn st,NA,NA
300 block weymouth st,NA,NA
3700 block n percey st,NA,NA
2200 block disston st,NA,NA
5100 block thompson st,NA,NA
1600 block hawaorth st,NA,NA
4300 block hicks st,NA,NA
1700 block edgely st,NA,NA
5800 block delancy st,NA,NA
7800 block ogontz st,NA,NA
1800 block e glenwood ave,NA,NA
1900 block n ringgold st,NA,NA
2500 block ridge dr,NA,NA
1800 block n 25th st,NA,NA
2100 block n 32nd st,NA,NA
2700 block eyre st,NA,NA
1200 block n conestoga st,NA,NA
6200 block lebanon ave,NA,NA
1700 block n 76th st,NA,NA
3800 block n gratz st,NA,NA
1300 block s divinity st,NA,"COMEGYS, BENJAMIN B. SCHOOL"
3300 block hunting park ave,NA,PRODIGY LEARNING CENTERS
e roosevelt blvd  /  fox st,NA,NA
20th & green st,NA,NA
200 block lombard st,NA,NA
3600 block elder st,NA,NA
2800 block n marshall st,NA,NA
5400 block marvine st,NA,NA
2500 block n 4th st,NA,NA
5500 block matthew st,NA,NA
1300 block ruan st,NA,NA
5400 block tulip st,NA,NA
2700 block s 3rd st,NA,NA
700 block n 10th st,NA,NA
3200 block richmond st,NA,NA
3100 block berkeley dr apt d,NA,NA
1300 block s33rd st,NA,NA
1500 block locust st,NA,NA
4200 block of clarissa st,NA,NA
6200 block elmwood st,NA,NA
5900 block lansdowne av,NA,NA
5900 block lansdowne ave,NA,NA
2900 block janney st,NA,NA
4200 block neilson st,NA,NA
1100 block w clarkson st,NA,NA
1100 block clarkson st,NA,NA
4500 block n orianna st,NA,NA
8000 block fairview st,NA,NA
3100 block woodhaven rd apt 02,NA,NA
3900 block n percy st,NA,NA
5400 block wyndale st,NA,NA
2900 block mifflin st,NA,NA
4300 block n 6th st,NA,NA
6700 block yocum st,NA,NA
0 block n 49th st,NA,NA
4300 block cheltenham,NA,NA
6800 block forrest ave,NA,NA
200 block s 38th st,NA,NA
1100 block leopard st,NA,NA
6000 block tulip st,NA,NA
1000 block w thompson st,NA,ST MALACHY SCHOOL
8100 block grovers ave,NA,NA
3000 block new hope st,NA,NA
2600 block cottman st,NA,NA
1300 block webster st,NA,NA
2400 block s 75th st,NA,NA
1200 block s saint bernard st,NA,NA
6400 block farnsworth st,NA,NA
3800 block lansdowne dr,NA,HIGH SCHOOL OF THE FUTURE
300 block n sickels way,NA,NA
3800 block n franklin st,NA,NA
6000 block w locust st,NA,NA
300 block poplar st,NA,NA
3100 block stirling st,NA,NA
5000 block leiper st,NA,NA
2100 block s etting terrace,NA,NA
2700 block conestoga terrace,NA,NA
5300 block ella st,NA,NA
700 block s cecil street,NA,NA
2400 block sharswood st,NA,NA
2800 block garnet st,NA,NA
5400 block wyalusing av,NA,NA
1700 block w poplar st,NA,NA
900 block n percy st,NA,NA
3900 block ogden st,NA,NA
3900 block n 7th st,NA,NA
800 block spring garden st,NA,NA
1800 block w ruscomb st,NA,NA
7400 block ruskin rd,NA,NA
5300 block lansdowne ave,NA,NA
900 block washington ave,NA,NA
2500 block aramingo ave,NA,NA
2800 block sedgley av,NA,NA
1300 block hellerman st,NA,NA
5300 block market st,NA,NA
3100 block front st,NA,NA
400 block jeanes st,NA,NA
2200 block w indiana st,NA,NA
3600 block chesterfield rd,NA,NA
7500 block malvern st,NA,NA
5100 block d street,NA,OLNEY CHRISTIAN SCHOOL
600 block n12th st,NA,SPRING GARDEN SCHOOL
2500 block s juniper st,NA,NA
2000 block nbodine st,NA,NA
2000 block w conlyn st,NA,NA
6800 block n sydenham st,NA,NA
6600 block haddington st,NA,NA
100 block w louden st,NA,NA
5600 block lebanon ave,NA,NA
"4500 block ""a"" st",NA,NA
3600 block n 20th st,NA,NA
2700 block nnewkirk st,NA,NA
6000 block pine st,NA,NA
3900 block presidential blvd,NA,NA
100 block w 65th ave,NA,NA
5200 block bingham st,NA,NA
200 block  w grange st,NA,NA
1700 block juniata st,NA,NA
1800 block s corlies st,NA,NA
1400 block w bristol st,Broad Street Line - Hunting Park,NA
2900 block n 16th st,NA,NA
2800 block n 17th st,NA,MASTERY PREP ELEMENTARY CHARTER SCHOOL
3200 block defense terr,NA,NA
3200 block defense terrace,NA,NA
3900 block nice st,NA,NA
4800 block n 8th st,NA,NA
6100 block marsden st,NA,NA
20th & tasker st,NA,NA
5300 block roosevelt blvd,NA,NA
5600 block n marvine st,NA,NA
2000 block n 23rd t,NA,NA
600 block w westmorland st,NA,NA
1000 block w glenwood st,NA,NA
2000 block windrim ave,NA,NA
2800 block w hagert st,NA,NA
2300 block n watts st,NA,NA
4200 block hicks st,NA,NA
500 block mountain st,NA,NA
4600 block hurley st,NA,NA
400 block e hart ln,NA,NA
5900 block baltimore ave,NA,MOTIVATION HIGH SCHOOL
1700 block e washington ln,NA,NA
6800 block ogontz ave,NA,"ROWEN, WILLIAM SCHOOL"
5900 block ogontz ave,NA,NA
3900 block haverford ave,NA,NA
1800 block wthompson st,NA,NA
5600 block n lawrence st,NA,NA
6200 block ditman st,NA,NA
4700 block ditman st,NA,"HARDING, WARREN G. MIDDLE SCHOOL"
200 block sjuniper st,NA,NA
2600 block n warnock st,NA,HOPE PARTNERSHIP FOR EDUCATION
0 block wrockland st,NA,NA
1100 block emt pleasant ave,NA,NA
5600 block bloyd st,NA,NA
4000 block o street,NA,NA
2000 block s aikens st,NA,NA
400 block e mechanic st,NA,NA
2400 block n bouvier,NA,NA
5900 block  loretta ave,NA,NA
1100 block oakdale st,NA,NA
1800 block taney st,NA,NA
4600 block n broad st,Broad Street Line - Wyoming,NA
6500 block n 10th st,NA,NA
1900 block e hazzard st,NA,"BROWN, HENRY A. SCHOOL"
3900 block n reesre st,NA,NA
400 block e mentor st,NA,NA
3200 block n 11th st,NA,NA
700 block east madison st,NA,NA
700 block madison st,NA,NA
2800 block n 11th st,NA,NA
1800 block e lippencott st,NA,NA
2900 block n kip st,NA,NA
3100 block d street,NA,"ELKIN, LEWIS SCHOOL"
2800 block w diamond st,NA,NA
2300 block college ave,NA,NA
1500 block girard av,NA,NA
5800 block webster st,NA,NA
8900 block ditman st,NA,NA
3800 block lawrence st,NA,NA
3400 block n 20th st,NA,NA
5600 block morton st,NA,NA
3800 block percy st,NA,NA
1300 block harrison st,NA,NA
berks and judson st,NA,NA
7200 block walnut st,NA,NA
800 block cherry st,NA,NA
39th / melon sts,NA,NA
6200 block sansom st,NA,NA
w cumberland st  & n stanley st,NA,NA
5200 block frankford av,Market-Frankford Line - Frankford Transportation Center,NA
800 block e washington ln,NA,NA
2800 block cecil b moore ave,NA,NA
2900 block n broad st,NA,NA
1300 block wairdrie st,NA,NA
200 block ruscomb st,NA,NA
5400 block beaumont av,NA,MASTERY CHARTER AT HARDY WILLIAMS
1000 block alcottt st,NA,NA
500 block e ashmeade st,NA,NA
200 block ecollom st,NA,NA
1400 block of sharpnack st,NA,NA
5100 block akron st,NA,NA
2000 block s colarado st,NA,NA
8000 block mansfield st,NA,NA
2300 block s 25th st,NA,NA
1200 block w firth st,NA,NA
1600 block w lehigh av,NA,NA
5400 block new place,NA,NA
500 block n allison st,NA,NA
5700 block filbert st,NA,NA
5200 block master st apt 3,NA,NA
7700 block brockton rd,NA,NA
6000 block w oxford st,NA,NA
1000 block s 49th st,NA,NA
200 block s 58th st,NA,NA
6100 block hazel st,NA,NA
1700 block watkins st,NA,NA
42nd / wallace sts,NA,NA
0 block n 39th,NA,NA
900 block n markoe st,NA,NA
6100 block hegerman st,NA,NA
6200 block roosevelt blvd,NA,NA
4600 block worth st,NA,NA
600 block preston st,NA,NA
1500 block w church ln,NA,NA
1600 block s 51st st,NA,NA
100 block e westmorland st,NA,NA
3300 block kayford cir,NA,NA
3000 block stokley st,NA,NA
7000 block woodcrest ave,NA,NA
3300 block cumberland st,NA,NA
4100 block levick st,NA,NA
1300 block boston st,NA,NA
ella st & e wyoming av,NA,NA
3300 block w allegheny ave,NA,NA
576-1 / 2 alcott st,NA,NA
6300 block castor ave,NA,NA
1900 block nfranklin st,NA,NA
2000 block w girard ave,NA,NA
2200 block n fairhill st,NA,NA
800 block n 12th st,NA,NA
3800 block n18th st,NA,NA
500 block wfisher ave,NA,NA
4100 block e roosevelt blvd,NA,NA
2000 block e allegheny ave,NA,NA
5200 block morris st,NA,NA
8300 block williams ave,NA,NA
200 block s millick st,NA,NA
2000 block nrandolf st,NA,NA
2000 block n randolph st,NA,NA
4800 block sansom st,NA,NA
800 block n  markoe st,NA,NA
500 block e herman st,NA,NA
1200 block w harper st,NA,NA
6500 block toresdale ave,NA,NA
400 block e comly st,NA,NA
4th & cecil b moore,NA,NA
5100 block f street,NA,NA
1800 block e hart lane,NA,NA
6500 block ewister st,NA,NA
3200 block wellington st,NA,NA
4600 block torrsdale ave,NA,NA
7100 block torresdale ave,NA,NA
4200 block penn st,NA,NA
1500 block gowen ave,NA,NA
5800 block bueaumont ave,NA,NA
6000 block passyunk ave,NA,NA
2700 block peach terr,NA,NA
6900 block saybrook ave,NA,NA
5200 block grays ave,NA,NA
1900 block s salford st,NA,NA
700 block waterworks drive,NA,NA
0 block n 17th st,NA,NA
1900 block s columbus blvd,NA,NA
6900 block rising sun ave,NA,NA
7300 block oxford ave,NA,NA
900 block hartel st,NA,NA
2100 block n 19th st,NA,NA
5300 block wayne av apt 207,NA,NA
4100 block w girard ave 3rd floor,NA,NA
1900 block dalkeith st,NA,"STEEL, EDWARD SCHOOL"
5500 block cherry st,NA,NA
s 58th st  /  windsor st,NA,NA
1900 block granite st,NA,NA
smedley & chelten ave,NA,NA
3000 block w colona st,NA,NA
2700 block cumberland ave,NA,NA
1200 block kelly dr,NA,NA
6000 block angora terr,NA,NA
2800 block memphis st,NA,NA
200 block w lindley ave,NA,NA
800 block unruh st,NA,NA
5200 block n sydenham st,NA,NA
6200 block market st 3rd floor,Market-Frankford Line - 63rd,NA
4000 block chippendale st,NA,NA
800 block nperkiomen st,NA,NA
3200 block norris st,NA,NA
1100 block w harper st,NA,NA
2200 block wooster st,NA,NA
900 block w master st,NA,NA
3100 block camac st,NA,NA
1600 block w grange st,NA,NA
1300 block n 21st st,NA,NA
2963frankford ave,NA,NA
2700 block n darien st,NA,NA
3600 block n gratz st,NA,NA
500 block e hill creek dr,NA,NA
500 block e hillcreek dr,NA,NA
2100 block etting terrace,NA,NA
1400 block n 30th st,NA,NA
5000 block boundinot st,NA,NA
1400 block lycoming st,NA,NA
2100 block e firth st,NA,NA
600 block may pl,NA,NA
600 block s 51st st,NA,NA
5100 block n12th st,NA,NA
1000 block ogden st,NA,NA
2700 block taunton st,NA,NA
3100 block e st,NA,NA
3500 block n 9th st,NA,NA
11000 block waldemire dr,NA,NA
8000 block busleton ave,NA,NA
4900 block rosehill st,NA,NA
7100 block horrocks st,NA,NA
1200 block s 6th st,NA,NA
5800 block alter st,NA,NA
2600 block s 26th st,NA,NA
900 block stevens terr,NA,NA
1700 block cobbs creek parkway,NA,NA
7000 block woodland ave 1st floor,NA,GREATER HOPE CHRISTIAN ACADEMY
2600 block s hobson st,NA,NA
600 block n 64th st apt 2,NA,NA
1900 block 74th ave,NA,NA
2200 block s darien st,NA,"KEY, FRANCIS SCOTT SCHOOL"
2400 block s fairhill st,NA,NA
700 block n 17th st,NA,NA
2700 block ruby terrace,NA,NA
4800 block ditman st,NA,"HARDING, WARREN G. MIDDLE SCHOOL"
51st & funston st,NA,NA
1300 block s chadwick st,NA,NA
5th & dauphin st,NA,NA
20th and allegheny ave,NA,NA
5800 block angora terrace,NA,NA
1200 block fairmount ave,NA,NA
2300 block ridge ave,NA,NA
2300 block w diamond st,NA,NA
1700 block cambridge st,NA,NA
1300 block windrim ave,NA,NA
2200 block w huntingdon st,NA,NA
1100 block frazier st,NA,NA
1100 block s frazier st,NA,NA
2100 block mountain st,NA,NA
1000 block erie ave,NA,NA
4800 block npalethorp st,NA,NA
1200 block huntingdon st,NA,NA
6100 block walton st,NA,NA
3100 block n sheridan st,NA,NA
3100 block sheridan st,NA,NA
7200 block mallard pl,NA,NA
0 block w pamona st,NA,NA
1900 block pratt st,NA,NA
1900 block patton st,NA,NA
1300 block gilham st,NA,NA
8000 block erdrick st 1st fl,NA,NA
100 block thornwood pl,NA,NA
7800 block baldwin st,NA,NA
4300 block boone st,NA,NA
5100 block hazel st,NA,NA
1500 block w wongohocking st,NA,NA
1900 block n 22nd st,NA,DOUGLASS MASTERY CHARTER
400 block  e washington lane,NA,ROOSEVELT ELEMENTARY SCHOOL
1500 block s bancroft st,NA,NA
5500 block american st,NA,NA
2800 block e schiller st,NA,NA
washington la & w cheltenham av,NA,NA
1000 block e mt airy av,NA,NA
26th & morris st,NA,NA
2000 block e rush st,NA,NA
3500 block germantown av,NA,NA
5700 block willows st,NA,"LONGSTRETH, WILLIAM C. SCHOOL"
5700 block belmar st,NA,NA
5700 block harbison ave,NA,NA
1400 block foulkrod st,NA,NA
100 block s farragut st,NA,NA
6300 block vine st 3f,NA,NA
d st  /  e rockland st,NA,NA
7400 block calvert st,NA,NA
3000 block a st,NA,NA
3400 block graysferry ave,NA,NA
3400 block e st,NA,NA
400 block w lehigh ave,NA,NA
4000 block powelton ave,NA,NA
1000 block poplar st,NA,NA
3100 block w arizona st,NA,NA
600 block n shedwick,NA,NA
1400 block e sharpnack st,NA,NA
2500 block w hagart st,NA,NA
2100 block s 65th st,NA,NA
2000 block pickwick st,NA,NA
2600 block ridge dr,NA,NA
1900 block mountain st,NA,NA
4900 block pulaski st,NA,NA
3200 block defense ter,NA,NA
5600 block newtown ave,NA,NA
1100 block norris st,NA,NA
3200 block mercer st,NA,NA
2700 block bonsall st,NA,NA
2100 block toronto st,NA,NA
7400 block stenton ave,NA,NA
4800 block yocum st,NA,NA
5600 block stewart st,NA,NA
4300 block griscom st,NA,NA
6400 block n 17th st,NA,"WAGNER, GEN. LOUIS MIDDLE SCH."
2300 block harold st,NA,NA
1100 block w stiles st,NA,NA
5800 block montrose st,NA,NA
5300 block n mascher st,NA,NA
1900 block s 60th street,NA,NA
5900 block warrington st,NA,NA
30th / girard ave,NA,NA
30th & girard ave,NA,NA
6100 block shelbourne st,NA,NA
6900 block reedbird pl,NA,NA
1400 block e johnson st,NA,NA
4500 block n uber st,NA,NA
w roosevelt blvd  /  ridge av,NA,NA
400 block passmore st,NA,NA
2200 block cottman ave,NA,NA
4200 block robbins st,NA,NA
100 block n alden st,NA,NA
5100 block springfield ave,NA,NA
6200 block mascher st,NA,NA
6200 block mascher ave,NA,NA
3000 block susquehanna ave,NA,NA
3100 block emerald st,NA,NA
3300 block n 5th st,NA,NA
3900 block n reese st,NA,NA
4300 block wayne ave,NA,"STEEL, EDWARD SCHOOL"
5400 block girard ave,NA,NA
1900 block e wensley st,NA,NA
4800 block keyser st,NA,NA
1900 block w ontario st,NA,NA
500 block mcclellan st,NA,NA
2200 block thompson st,NA,NA
1900 block nedro ave,NA,NA
6700 block hollis st,NA,NA
1600 block w wingohcking st,NA,NA
1500 block n 12th st,NA,NA
4400 block whitaker ave,NA,NA
1800 block w susquehanna av,NA,NA
5700 block mcmahon ave,NA,NA
2100 block elkins ave,NA,NA
8000 block halstead st,NA,NA
1400 block w loudon st,NA,NA
3400 block f street,NA,NA
1600 block n 32nd st,NA,NA
22nd & fox st,NA,NA
1900 block snyder ave,NA,NA
6900 block wister st,NA,NA
1800 block belmont mansion dr,NA,NA
1800 block wilmont st,NA,NA
100 block s columbus blvd,NA,NA
2400 block s 11th st,NA,NA
1900 block e walnut lane,NA,NA
4900 block longshore ave,NA,NA
100 block n felton st,NA,NA
1800 block w diamond st,NA,NA
3400 block helen street,NA,NA
2700 block wheatsheaf ln,NA,NA
200 block e champlost st,NA,NA
1200 block wagner ave,NA,NA
3100 block stillman st,NA,NA
4000 block n 7th street,NA,NA
1200 block brandywine st apt 32,NA,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL
5600 block thomas st,NA,NA
5600 block thomas ave,NA,NA
5600 block thomas av,NA,NA
100 block e olney ave,NA,NA
1800 block w susquehanna st,NA,NA
2300 block cecil b moore ave,NA,NA
2700 block c street,NA,NA
2700 block c st,NA,NA
2400 block n lawrence,NA,NA
2900 block n nicholas st,NA,NA
4300 block n orianna st,NA,NA
1200 block e stafford st,NA,NA
33rd & berks st,NA,NA
800 block lex st,NA,"WASHINGTON, MARTHA SCHOOL"
800 block n lex st,NA,"WASHINGTON, MARTHA SCHOOL"
800 block winton st,NA,NA
1900 block s 22nd st,NA,NA
2700 block latona st,NA,NA
2100 block e susquehanna ave,NA,NA
2200 block s felton st;,NA,NA
4500 block spruce st,NA,NA
6400 block woodcrest st,NA,NA
2000 block mountain st,NA,NA
6000 block charles st,NA,NA
900 block n66th st,NA,NA
3000 block helen st,NA,"WILLARD, FRANCES E. SCHOOL"
4900 block stiles st,NA,NA
2100 block s 5th st,NA,NA
700 block arch st,NA,NA
1200 block wallace st,NA,NA
4800 block jackson pl,NA,NA
2300 block s marshall st,NA,NA
3200 block w turner st,NA,NA
chadwick & york st,NA,NA
500 block e walnut lane,NA,NA
500 block n 54th st,NA,NA
1000 block s4th st,NA,NA
2700 block york st,NA,NA
6700 block roosevelt blvd,NA,NA
6500 block lansdowne av,NA,"CASSIDY,LEWIS C ACADEMICS PLUS"
5500 block springfiled av,NA,NA
2300 block s 66th st,NA,NA
6900 block forrest ln,NA,NA
4800 block jackson st,NA,NA
4300 block waln st,NA,NA
6600 block torresdale ave apt 1,NA,NA
1400 block s hicks st,NA,NA
200 block n 64th st,NA,NA
4500 block palethorp st,NA,NA
3200 block  w hunting park ave,NA,NA
bambrey / allegheny ave,NA,NA
1400 block erie ave,NA,NA
3000 block rhawn st,NA,NA
5800 block sylvester st,NA,NA
3100 block kensington av,NA,NA
400 block e cambria,NA,NA
5100 block girard ave,NA,NA
5800 block ridge ave,NA,NA
100 block e tusculum st,NA,NA
1200 block w girard st,NA,NA
1200 block w girard ave,NA,NA
1200 block spring garden st,NA,NA
1600 block point breeze ave,NA,NA
1400 block cecil b moore ave,NA,NA
116n vodges st,NA,NA
2200 block n hope st,NA,NA
4800 block magee ave,NA,NA
400 block w queen lane,NA,NA
1500 block s55th st,NA,NA
1800 block e johnson st,NA,NA
1200 block w ogden st,NA,NA
3900 block bennington st,NA,NA
6100 block girard ave,NA,NA
900 block bainbridge st,NA,NA
2700 block cantrell terrace,NA,NA
2000 block w dennie st,NA,NA
7700 block williams ave,NA,NA
1200 block w ruscomb st,NA,NA
8500 block summerdale ave,NA,NA
